Class;Start time;Stop time
toothbrushing;2017-02-02 22:28:00.687;2017-02-02 22:29:28.576
shaving;2017-02-02 22:29:51.235;2017-02-02 22:31:17.898
hall;2017-02-02 22:31:25.675;2017-02-02 22:31:43.107
bedroom;2017-02-02 22:31:37.097;2017-02-02 22:33:46.990
dressing;2017-02-02 22:31:48.010;2017-02-02 22:33:39.169
hall;2017-02-02 22:33:35.983;2017-02-02 22:33:57.244
living;2017-02-02 22:33:48.948;2017-02-03 02:32:25.402
working;2017-02-02 22:37:48.914;2017-02-03 00:51:36.471
watching tv;2017-02-03 00:52:00.617;2017-02-03 02:32:02.750
hall;2017-02-03 02:32:17.857;2017-02-03 02:32:37.840
bedroom;2017-02-03 02:32:27.944;2017-02-03 10:42:04.435
sleeping;2017-02-03 02:32:51.414;2017-02-03 10:41:50.118
hall;2017-02-03 10:41:59.634;2017-02-03 10:42:15.812
wcroom;2017-02-03 10:42:05.327;2017-02-03 10:46:18.420
toilet;2017-02-03 10:42:17.415;2017-02-03 10:46:03.126
hall;2017-02-03 10:46:10.929;2017-02-03 10:46:27.253
living;2017-02-03 10:46:20.394;2017-02-03 12:31:19.530
cooking;2017-02-03 10:48:36.825;2017-02-03 10:56:24.240
eating;2017-02-03 10:56:20.833;2017-02-03 11:03:37.389
dishwashing;2017-02-03 11:04:05.735;2017-02-03 11:09:26.272
calling;2017-02-03 11:10:19.684;2017-02-03 11:17:21.314
working;2017-02-03 11:17:46.155;2017-02-03 12:31:00.511
hall;2017-02-03 12:31:08.850;2017-02-03 12:31:26.119
wcroom;2017-02-03 12:31:20.273;2017-02-03 12:37:02.064
toilet;2017-02-03 12:31:30.779;2017-02-03 12:36:55.359
hall;2017-02-03 12:36:55.891;2017-02-03 12:37:08.479
living;2017-02-03 12:37:03.874;2017-02-03 12:46:27.831
working;2017-02-03 12:37:31.810;2017-02-03 12:42:54.625
vacuumcleaner;2017-02-03 12:43:13.355;2017-02-03 12:50:12.889
hall;2017-02-03 12:46:21.881;2017-02-03 12:49:51.081
bathroom;2017-02-03 12:46:54.200;2017-02-03 12:47:39.599
wcroom;2017-02-03 12:47:45.091;2017-02-03 12:48:22.779
bedroom;2017-02-03 12:48:31.691;2017-02-03 12:49:38.778
living;2017-02-03 12:49:48.729;2017-02-03 12:50:38.054
hall;2017-02-03 12:50:33.416;2017-02-03 12:50:50.878
bedroom;2017-02-03 12:50:44.313;2017-02-03 12:51:49.815
dressing;2017-02-03 12:50:54.174;2017-02-03 12:51:44.867
hall;2017-02-03 12:51:45.210;2017-02-03 12:52:03.671
bathroom;2017-02-03 12:51:53.089;2017-02-03 13:06:43.955
showering;2017-02-03 12:52:15.273;2017-02-03 13:00:28.153
getting dry;2017-02-03 13:00:35.763;2017-02-03 13:02:37.585
toothbrushing;2017-02-03 13:03:13.343;2017-02-03 13:04:44.027
shaving;2017-02-03 13:04:52.900;2017-02-03 13:06:23.489
hall;2017-02-03 13:06:38.925;2017-02-03 13:06:58.340
bedroom;2017-02-03 13:06:53.898;2017-02-03 13:09:02.227
dressing;2017-02-03 13:07:03.984;2017-02-03 13:08:57.422
hall;2017-02-03 13:08:57.622;2017-02-03 13:09:13.963
living;2017-02-03 13:09:07.431;2017-02-03 13:26:29.687
cooking;2017-02-03 13:09:43.212;2017-02-03 13:21:05.696
eating;2017-02-03 13:21:15.495;2017-02-03 13:25:06.859
calling;2017-02-03 13:25:35.769;2017-02-03 13:25:55.058
hall;2017-02-03 13:26:24.690;2017-02-03 13:26:38.520
absence;2017-02-03 13:26:38.520;2017-02-03 13:30:44.071
hall;2017-02-03 13:30:44.071;2017-02-03 13:31:12.765
visit;2017-02-03 13:30:50.886;2017-02-03 13:39:25.841
living;2017-02-03 13:31:03.816;2017-02-03 13:38:59.372
hall;2017-02-03 13:38:46.830;2017-02-03 13:39:25.939
absence;2017-02-03 13:39:25.939;2017-02-03 14:57:49.848
hall;2017-02-03 14:57:49.848;2017-02-03 14:58:21.622
visit;2017-02-03 14:57:49.913;2017-02-03 15:03:30.571
living;2017-02-03 14:58:11.758;2017-02-03 15:03:17.415
hall;2017-02-03 14:59:16.054;2017-02-03 14:59:28.868
bedroom;2017-02-03 14:59:22.969;2017-02-03 14:59:38.842
hall;2017-02-03 14:59:34.542;2017-02-03 14:59:44.515
hall;2017-02-03 15:03:09.315;2017-02-03 15:03:30.571
absence;2017-02-03 15:03:30.571;2017-02-03 17:24:18.298
hall;2017-02-03 17:24:18.298;2017-02-03 17:24:49.373
visit;2017-02-03 17:24:18.831;2017-02-03 17:26:07.546
living;2017-02-03 17:24:29.482;2017-02-03 17:25:58.698
hall;2017-02-03 17:25:53.015;2017-02-03 17:26:07.546
absence;2017-02-03 17:26:07.546;2017-02-03 17:43:19.125
hall;2017-02-03 17:43:19.125;2017-02-03 17:43:46.645
living;2017-02-03 17:43:39.165;2017-02-03 18:29:50.890
working;2017-02-03 17:44:12.550;2017-02-03 17:45:37.074
dishwashing;2017-02-03 17:46:14.461;2017-02-03 17:50:48.735
cooking;2017-02-03 17:50:57.538;2017-02-03 18:14:31.128
eating;2017-02-03 18:14:40.164;2017-02-03 18:24:46.265
dishwashing;2017-02-03 18:25:33.451;2017-02-03 18:29:36.623
hall;2017-02-03 18:29:45.272;2017-02-03 18:30:00.247
wcroom;2017-02-03 18:29:53.813;2017-02-03 18:35:47.267
toilet;2017-02-03 18:30:04.904;2017-02-03 18:35:40.266
hall;2017-02-03 18:35:42.106;2017-02-03 18:35:55.304
living;2017-02-03 18:35:48.347;2017-02-03 22:51:49.340
watching tv;2017-02-03 18:36:13.256;2017-02-03 22:16:01.887
working;2017-02-03 22:16:55.022;2017-02-03 22:51:33.173
hall;2017-02-03 22:51:41.762;2017-02-03 22:51:58.458
wcroom;2017-02-03 22:51:51.436;2017-02-03 22:53:12.011
toilet;2017-02-03 22:52:02.054;2017-02-03 22:53:03.454
hall;2017-02-03 22:53:05.642;2017-02-03 22:53:24.486
bathroom;2017-02-03 22:53:13.936;2017-02-03 22:56:50.785
toothbrushing;2017-02-03 22:53:28.076;2017-02-03 22:54:58.317
shaving;2017-02-03 22:55:02.265;2017-02-03 22:56:32.854
hall;2017-02-03 22:56:43.490;2017-02-03 22:57:02.208
living;2017-02-03 22:56:54.892;2017-02-04 02:09:00.593
working;2017-02-03 22:57:18.066;2017-02-04 02:05:28.316
vacuumcleaner;2017-02-04 02:06:04.598;2017-02-04 02:13:16.152
hall;2017-02-04 02:08:53.859;2017-02-04 02:12:43.865
bathroom;2017-02-04 02:09:40.811;2017-02-04 02:10:23.085
wcroom;2017-02-04 02:10:35.602;2017-02-04 02:11:04.604
bedroom;2017-02-04 02:11:08.062;2017-02-04 02:12:23.135
living;2017-02-04 02:12:38.051;2017-02-04 08:37:40.616
watching tv;2017-02-04 02:13:51.479;2017-02-04 08:37:21.187
bedroom;2017-02-04 08:37:39.556;2017-02-04 11:37:46.866
sleeping;2017-02-04 08:37:53.720;2017-02-04 11:37:30.070
hall;2017-02-04 11:37:42.359;2017-02-04 11:37:53.739
wcroom;2017-02-04 11:37:49.101;2017-02-04 11:40:30.400
toilet;2017-02-04 11:37:56.061;2017-02-04 11:40:21.289
hall;2017-02-04 11:40:25.337;2017-02-04 11:40:38.693
living;2017-02-04 11:40:30.625;2017-02-04 12:14:42.427
cooking;2017-02-04 11:43:21.638;2017-02-04 11:58:52.421
eating;2017-02-04 11:59:04.637;2017-02-04 12:05:15.359
dishwashing;2017-02-04 12:05:33.882;2017-02-04 12:11:56.973
vacuumcleaner;2017-02-04 12:12:27.604;2017-02-04 12:19:58.430
hall;2017-02-04 12:14:37.326;2017-02-04 12:19:33.179
bathroom;2017-02-04 12:15:15.590;2017-02-04 12:17:38.246
wcroom;2017-02-04 12:17:59.185;2017-02-04 12:18:25.390
bedroom;2017-02-04 12:18:35.911;2017-02-04 12:19:23.043
living;2017-02-04 12:19:29.336;2017-02-04 13:41:15.214
working;2017-02-04 12:20:11.177;2017-02-04 13:40:35.295
hall;2017-02-04 13:41:08.290;2017-02-04 13:41:23.528
bedroom;2017-02-04 13:41:17.290;2017-02-04 13:42:32.280
dressing;2017-02-04 13:41:26.901;2017-02-04 13:42:23.379
hall;2017-02-04 13:42:25.290;2017-02-04 13:42:42.533
bathroom;2017-02-04 13:42:33.159;2017-02-04 13:57:01.085
showering;2017-02-04 13:42:50.159;2017-02-04 13:50:46.278
getting dry;2017-02-04 13:50:58.438;2017-02-04 13:52:23.527
toothbrushing;2017-02-04 13:52:41.461;2017-02-04 13:54:41.329
shaving;2017-02-04 13:54:47.484;2017-02-04 13:56:32.450
hall;2017-02-04 13:56:56.251;2017-02-04 13:57:09.021
bedroom;2017-02-04 13:57:04.220;2017-02-04 13:58:27.331
dressing;2017-02-04 13:57:12.101;2017-02-04 13:58:18.362
hall;2017-02-04 13:58:22.236;2017-02-04 13:58:35.037
living;2017-02-04 13:58:28.145;2017-02-04 15:16:22.900
working;2017-02-04 13:58:49.530;2017-02-04 14:09:37.284
calling;2017-02-04 14:09:58.368;2017-02-04 14:17:39.124
working;2017-02-04 14:17:45.330;2017-02-04 14:36:08.600
cooking;2017-02-04 14:36:24.487;2017-02-04 14:56:20.792
eating;2017-02-04 14:56:26.617;2017-02-04 15:09:35.557
dishwashing;2017-02-04 15:10:18.150;2017-02-04 15:16:03.400
hall;2017-02-04 15:16:17.739;2017-02-04 15:16:29.824
wcroom;2017-02-04 15:16:23.977;2017-02-04 15:23:34.657
toilet;2017-02-04 15:16:32.726;2017-02-04 15:23:20.663
hall;2017-02-04 15:23:31.184;2017-02-04 15:24:29.834
bathroom;2017-02-04 15:24:19.186;2017-02-04 15:26:24.782
toothbrushing;2017-02-04 15:24:49.310;2017-02-04 15:26:14.358
hall;2017-02-04 15:26:20.667;2017-02-04 15:26:34.301
living;2017-02-04 15:26:28.716;2017-02-04 16:31:47.822
working;2017-02-04 15:26:40.815;2017-02-04 16:28:33.177
vacuumcleaner;2017-02-04 16:28:51.934;2017-02-04 16:31:36.178
hall;2017-02-04 16:31:41.878;2017-02-04 16:31:56.367
bathroom;2017-02-04 16:31:49.116;2017-02-04 16:33:59.739
toothbrushing;2017-02-04 16:31:59.605;2017-02-04 16:33:44.996
hall;2017-02-04 16:33:54.480;2017-02-04 16:34:08.508
living;2017-02-04 16:34:02.988;2017-02-04 20:06:46.904
working;2017-02-04 16:34:28.721;2017-02-04 16:56:07.298
vacuumcleaner;2017-02-04 16:56:21.200;2017-02-04 16:58:35.830
watching tv;2017-02-04 16:58:53.306;2017-02-04 20:05:10.204
working;2017-02-04 20:05:38.434;2017-02-04 20:06:36.521
hall;2017-02-04 20:06:42.042;2017-02-04 20:06:55.826
wcroom;2017-02-04 20:06:47.595;2017-02-04 20:20:03.846
toilet;2017-02-04 20:06:58.895;2017-02-04 20:19:42.264
hall;2017-02-04 20:19:47.711;2017-02-04 20:20:10.641
living;2017-02-04 20:20:04.403;2017-02-04 22:48:49.234
working;2017-02-04 20:20:46.678;2017-02-04 21:58:45.564
cooking;2017-02-04 21:59:27.459;2017-02-04 22:31:31.310
eating;2017-02-04 22:31:46.161;2017-02-04 22:38:33.016
dishwashing;2017-02-04 22:38:44.951;2017-02-04 22:45:56.482
vacuumcleaner;2017-02-04 22:46:25.089;2017-02-04 22:48:37.634
hall;2017-02-04 22:48:43.682;2017-02-04 22:48:59.973
bathroom;2017-02-04 22:48:49.978;2017-02-04 22:51:18.822
toothbrushing;2017-02-04 22:49:22.336;2017-02-04 22:51:05.338
hall;2017-02-04 22:51:12.616;2017-02-04 22:51:36.722
wcroom;2017-02-04 22:51:27.577;2017-02-04 22:53:11.219
toilet;2017-02-04 22:51:40.492;2017-02-04 22:53:00.997
hall;2017-02-04 22:53:02.760;2017-02-04 22:53:23.285
living;2017-02-04 22:53:14.891;2017-02-04 23:18:38.053
working;2017-02-04 22:53:28.469;2017-02-04 23:17:41.136
hall;2017-02-04 23:18:31.292;2017-02-04 23:18:49.473
bedroom;2017-02-04 23:18:41.308;2017-02-04 23:21:12.948
dressing;2017-02-04 23:18:53.514;2017-02-04 23:20:58.150
hall;2017-02-04 23:21:06.252;2017-02-04 23:21:19.929
living;2017-02-04 23:21:13.135;2017-02-04 23:23:40.445
hall;2017-02-04 23:23:31.920;2017-02-04 23:24:21.354
bedroom;2017-02-04 23:23:41.253;2017-02-04 23:23:56.379
absence;2017-02-04 23:24:21.354;2017-02-04 23:51:06.788
hall;2017-02-04 23:51:06.788;2017-02-04 23:51:54.913
bedroom;2017-02-04 23:51:37.276;2017-02-04 23:53:00.050
dressing;2017-02-04 23:51:59.161;2017-02-04 23:52:48.777
hall;2017-02-04 23:52:54.889;2017-02-04 23:53:12.907
bathroom;2017-02-04 23:53:02.139;2017-02-05 00:02:29.487
showering;2017-02-04 23:53:23.597;2017-02-04 23:58:23.550
getting dry;2017-02-04 23:58:51.227;2017-02-05 00:00:53.114
toothbrushing;2017-02-05 00:01:02.722;2017-02-05 00:02:04.939
hall;2017-02-05 00:02:19.852;2017-02-05 00:02:38.171
bedroom;2017-02-05 00:02:33.435;2017-02-05 00:04:36.237
dressing;2017-02-05 00:02:44.471;2017-02-05 00:04:29.252
hall;2017-02-05 00:04:30.488;2017-02-05 00:04:48.343
living;2017-02-05 00:04:39.557;2017-02-05 02:49:54.339
calling;2017-02-05 00:06:44.995;2017-02-05 00:17:52.850
working;2017-02-05 00:18:21.181;2017-02-05 00:19:35.042
watching tv;2017-02-05 00:20:01.823;2017-02-05 02:49:32.065
hall;2017-02-05 02:49:44.540;2017-02-05 02:50:12.588
bedroom;2017-02-05 02:49:57.465;2017-02-05 08:31:29.527
sleeping;2017-02-05 02:50:13.839;2017-02-05 08:31:14.947
hall;2017-02-05 08:31:25.281;2017-02-05 08:31:40.921
wcroom;2017-02-05 08:31:34.487;2017-02-05 08:36:09.177
toilet;2017-02-05 08:31:43.584;2017-02-05 08:35:25.048
hall;2017-02-05 08:36:03.853;2017-02-05 08:36:22.011
living;2017-02-05 08:36:15.969;2017-02-05 09:02:14.448
working;2017-02-05 08:36:28.670;2017-02-05 08:41:36.837
cooking;2017-02-05 08:41:53.669;2017-02-05 08:53:40.884
eating;2017-02-05 08:53:51.630;2017-02-05 08:57:58.062
dishwashing;2017-02-05 08:58:18.818;2017-02-05 09:01:49.888
hall;2017-02-05 09:02:09.353;2017-02-05 09:02:22.842
bedroom;2017-02-05 09:02:15.624;2017-02-05 09:03:24.762
dressing;2017-02-05 09:02:26.448;2017-02-05 09:03:14.675
hall;2017-02-05 09:03:19.340;2017-02-05 09:03:38.587
bathroom;2017-02-05 09:03:27.809;2017-02-05 09:18:55.838
showering;2017-02-05 09:03:51.165;2017-02-05 09:12:43.718
getting dry;2017-02-05 09:13:00.682;2017-02-05 09:14:36.915
toothbrushing;2017-02-05 09:14:54.851;2017-02-05 09:16:18.148
shaving;2017-02-05 09:16:22.227;2017-02-05 09:18:32.403
hall;2017-02-05 09:18:51.821;2017-02-05 09:19:05.581
bedroom;2017-02-05 09:18:59.375;2017-02-05 09:20:18.566
dressing;2017-02-05 09:19:08.835;2017-02-05 09:20:06.281
hall;2017-02-05 09:20:12.034;2017-02-05 09:20:24.765
living;2017-02-05 09:20:19.343;2017-02-05 09:32:22.520
vacuumcleaner;2017-02-05 09:20:30.579;2017-02-05 09:23:07.786
working;2017-02-05 09:23:55.947;2017-02-05 09:32:21.598
